source,target,value
0,0,0.8989839166791249
0,1,0.005109347246094174
0,2,7.583354664511527e-05
0,3,3.5892281464136545e-05
0,4,0.0004412347352334282
0,5,0.00010744174211207686
0,6,2.66971700555659e-05
0,7,0.0002391251415740218
0,8,0.00019150386856883915
0,9,0.00015717893564025443
0,10,0.0002476149461415941
0,11,0.00016820262034030218
0,12,0.0001810810008074196
0,13,0.00011279684960854555
0,14,0.00013863197796955796
0,15,0.0002803986530102196
0,16,0.00012332420727233524
0,17,0.0001356540157520095
0,18,0.00010443765741893589
0,19,0.0003656362908686457
0,20,0.00039972612151689766
0,21,0.00014717402748831536
0,22,0.00018795121188825505
0,23,0.0005518895418433863
0,24,0.0005879646806366706
0,25,0.00036239710389517196
0,26,0.0002322288080175938
0,27,0.00017901732523560972
0,28,0.00030994317290537125
0,29,0.0008860743720986256
0,30,0.0007439681048752612
0,31,0.0008672923121475964
0,32,0.00035079872473208856
0,33,0.00046589435219277674
0,34,0.00045413923817613815
0,35,0.0007014929595618069
0,36,0.001266522106628236
0,37,0.00048559069878954456
0,38,0.000692872542616272
0,39,0.0009397038144900902
0,40,0.00038081344918790576
0,41,0.0011820420205619932
0,42,0.0006935778494572703
0,43,0.0005033801046680576
0,44,0.0013716128259369852
0,45,0.00047924293722055974
0,46,0.002215003072917416
0,47,0.002402353467867043
0,48,0.0026972239723555246
0,49,0.0008102147029779178
0,50,5.613720004834748e-05
0,51,0.0018802696706747338
0,52,0.0016220489994425724
0,53,0.0015721289485852471
0,54,5.4752708841943374e-05
0,55,0.001291260091014362
0,56,0.0024688874132012175
0,57,0.0003467236185396538
0,58,0.00239313223398288
0,59,0.0005727352773662255
0,60,0.00016274302294146337
0,61,0.0019721685398092553
0,62,0.003366716899316482
0,63,0.004949869532601777
0,64,0.0009810295708774731
0,65,0.0008215779798606685
0,66,6.478373946947498e-05
0,67,0.0033981161149787033
0,68,0.0028026020388957915
0,69,0.0004067530674512883
0,70,0.002304942756382498
0,71,7.525885218207961e-05
0,72,0.0002707594595165759
0,73,0.00023442309596736634
0,74,0.0003117195012456633
0,75,0.004205143875934333
0,76,3.1843297747294356e-05
0,77,0.0005865540669546739
0,78,0.0022949378482305586
0,79,0.00023695697609984177
0,80,0.0001993144887710057
0,81,0.00021629409790615035
0,82,6.180577725192654e-05
0,83,0.005003760199749167
